State,District,Crops,Min Price,Max Price,Modal Price
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),1950.0,2260.0,2105.0
Gujarat,Banaskanth,Jowar(Sorghum),4500.0,5235.0,4867.5
Gujarat,Banaskanth,Mustard,5240.0,5325.0,5282.5
Gujarat,Banaskanth,Wheat,2175.0,2525.0,2350.0
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),1850.0,2160.0,2005.0
Gujarat,Banaskanth,Mustard,5205.0,5400.0,5302.5
Gujarat,Banaskanth,Wheat,1970.0,2125.0,2047.5
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),2195.0,2350.0,2272.0
Gujarat,Banaskanth,Mustard,5350.0,5650.0,5500.0
Gujarat,Banaskanth,Mustard,5050.0,5490.0,5270.0
Gujarat,Bhavnagar,Bajra(Pearl Millet/Cumbu),2330.0,2410.0,2360.0
Gujarat,Bhavnagar,Bengal Gram(Gram)(Whole),4405.0,4920.0,4710.0
Gujarat,Bhavnagar,Cotton,6755.0,7255.0,7005.0
Gujarat,Bhavnagar,Wheat,2325.0,2550.0,2425.0
Gujarat,Dahod,Paddy(Dhan)(Common),1360.0,1380.0,1370.0
Gujarat,Gandhinagar,Bajra(Pearl Millet/Cumbu),2225.0,2315.0,2270.0
Gujarat,Gandhinagar,Paddy(Dhan)(Common),1800.0,2050.0,1925.0
Gujarat,Gandhinagar,Wheat,2310.0,2320.0,2315.0
Gujarat,Gandhinagar,Bajra(Pearl Millet/Cumbu),2105.0,2240.0,2150.0
Gujarat,Gandhinagar,Jowar(Sorghum),3150.0,5880.0,4500.0
Gujarat,Gandhinagar,Mustard,5270.0,5350.0,5300.0
Gujarat,Gandhinagar,Paddy(Dhan)(Common),2050.0,2285.0,2150.0
Gujarat,Gandhinagar,Wheat,2255.0,2315.0,2300.0
Gujarat,Gandhinagar,Bajra(Pearl Millet/Cumbu),1900.0,2100.0,1900.0
Gujarat,Gandhinagar,Jowar(Sorghum),4500.0,4850.0,4725.0
Gujarat,Gandhinagar,Mustard,5315.0,5315.0,5315.0
Gujarat,Gandhinagar,Wheat,2260.0,2280.0,2270.0
Gujarat,Jamnagar,Bajra(Pearl Millet/Cumbu),1750.0,2000.0,1875.0
Gujarat,Jamnagar,Bengal Gram(Gram)(Whole),4425.0,4710.0,4570.0
Gujarat,Jamnagar,Cotton,5405.0,6850.0,6130.0
Gujarat,Jamnagar,Wheat,1800.0,2415.0,2110.0
Gujarat,Jamnagar,Bengal Gram(Gram)(Whole),4375.0,4625.0,4500.0
Gujarat,Jamnagar,Wheat,2000.0,2320.0,2175.0
Gujarat,Junagarh,Arhar (Tur/Red Gram)(Whole),7925.0,9455.0,8690.0
Gujarat,Junagarh,Black Gram (Urd Beans)(Whole),6500.0,8130.0,7315.0
Gujarat,Junagarh,Green Gram (Moong)(Whole),6750.0,8280.0,7515.0
Gujarat,Junagarh,Kulthi(Horse Gram),4610.0,4870.0,4740.0
Gujarat,Junagarh,Wheat,2335.0,2525.0,2430.0
Gujarat,Kachchh,Mustard,4875.0,5062.0,4968.0
Gujarat,Mehsana,Bajra(Pearl Millet/Cumbu),2250.0,2375.0,2300.0
Gujarat,Mehsana,Kulthi(Horse Gram),4400.0,4695.0,4500.0
Gujarat,Mehsana,Paddy(Dhan)(Common),1700.0,2735.0,2250.0
Gujarat,Mehsana,Wheat,2300.0,3255.0,2450.0
Gujarat,Mehsana,Bajra(Pearl Millet/Cumbu),2050.0,2135.0,2105.0
Gujarat,Mehsana,Mustard,4405.0,5400.0,5300.0
Gujarat,Mehsana,Wheat,2075.0,2475.0,2300.0
Gujarat,Mehsana,Bajra(Pearl Millet/Cumbu),1970.0,1970.0,1970.0
Gujarat,Mehsana,Wheat,2230.0,2275.0,2250.0
Gujarat,Mehsana,Mustard,5615.0,5640.0,5625.0
Gujarat,Mehsana,Bajra(Pearl Millet/Cumbu),1650.0,2150.0,1900.0
Gujarat,Mehsana,Mustard,4705.0,5590.0,5147.0
Gujarat,Mehsana,Wheat,2200.0,2370.0,2285.0
Gujarat,Navsari,Pegeon Pea (Arhar Fali),10000.0,11000.0,10500.0
Gujarat,Porbandar,Bajra(Pearl Millet/Cumbu),1250.0,2200.0,1725.0
Gujarat,Porbandar,Black Gram (Urd Beans)(Whole),8000.0,8250.0,8125.0
Gujarat,Porbandar,Green Gram (Moong)(Whole),8275.0,8425.0,8350.0
Gujarat,Porbandar,Kulthi(Horse Gram),3400.0,4300.0,3850.0
Gujarat,Porbandar,Wheat,2000.0,2130.0,2065.0
Gujarat,Porbandar,Wheat,2160.0,2490.0,2325.0
Gujarat,Rajkot,Arhar (Tur/Red Gram)(Whole),7755.0,9430.0,9030.0
Gujarat,Rajkot,Wheat,2230.0,2485.0,2445.0
Gujarat,Rajkot,Bengal Gram(Gram)(Whole),4055.0,4745.0,4400.0
Gujarat,Rajkot,Cotton,5255.0,7125.0,6190.0
Gujarat,Rajkot,Wheat,2175.0,2695.0,2435.0
Gujarat,Rajkot,Arhar (Tur/Red Gram)(Whole),7500.0,9705.0,8605.0
Gujarat,Rajkot,Bajra(Pearl Millet/Cumbu),1575.0,2405.0,2125.0
Gujarat,Rajkot,Bengal Gram(Gram)(Whole),4450.0,4975.0,4860.0
Gujarat,Rajkot,Bengal Gram(Gram)(Whole),9500.0,12445.0,11250.0
Gujarat,Rajkot,Black Gram (Urd Beans)(Whole),5675.0,8380.0,7350.0
Gujarat,Rajkot,Cotton,6900.0,7465.0,7260.0
Gujarat,Rajkot,Green Gram (Moong)(Whole),6900.0,9000.0,8250.0
Gujarat,Rajkot,Jowar(Sorghum),4250.0,5100.0,4700.0
Gujarat,Rajkot,Mustard,4850.0,5250.0,5150.0
Gujarat,Rajkot,Wheat,2370.0,2510.0,2420.0
Gujarat,Rajkot,Wheat,2380.0,2850.0,2450.0
Gujarat,Sabarkantha,Bajra(Pearl Millet/Cumbu),1500.0,2500.0,2000.0
Gujarat,Sabarkantha,Wheat,2230.0,2450.0,2340.0
Gujarat,Surat,Paddy(Dhan)(Common),2035.0,2035.0,2035.0
Gujarat,Surat,Paddy(Dhan)(Common),2035.0,2035.0,2035.0
Gujarat,Surendranagar,Cotton,6000.0,8000.0,7000.0
Gujarat,Surendranagar,Wheat,2000.0,2700.0,2400.0
Gujarat,Surendranagar,Mustard,6050.0,6975.0,6800.0
Gujarat,Surendranagar,Wheat,2330.0,2555.0,2425.0
Haryana,Bhiwani,Cotton,6820.0,6940.0,6900.0
Haryana,Fatehabad,Mustard,5084.0,5408.0,5084.0
Haryana,Hissar,Mustard,4700.0,4700.0,4700.0
Haryana,Kurukshetra,Maize,1400.0,1400.0,1400.0
Haryana,Mahendragarh-Narnaul,Mustard,4600.0,5250.0,4700.0
Haryana,Sirsa,Bengal Gram(Gram)(Whole),4990.0,4990.0,4990.0
Haryana,Sirsa,Cotton,7040.0,7050.0,7048.0
Haryana,Sirsa,Mustard,5098.0,5393.0,5260.0
Haryana,Sirsa,Mustard,4941.0,5226.0,5000.0
Haryana,Sirsa,Cotton,6950.0,7130.0,7000.0
Haryana,Sirsa,Mustard,4980.0,5160.0,5000.0
Kerala,Kasargod,Arhar (Tur/Red Gram)(Whole),12500.0,12700.0,12600.0
Kerala,Kasargod,Black Gram (Urd Beans)(Whole),15000.0,15400.0,15200.0
Kerala,Malappuram,Bengal Gram(Gram)(Whole),6200.0,6300.0,6250.0
Kerala,Malappuram,Green Gram (Moong)(Whole),10500.0,10600.0,10550.0
Kerala,Wayanad,Paddy(Dhan)(Common),2150.0,2170.0,2160.0
Madhya Pradesh,Bhind,Wheat,2200.0,2308.0,2250.0
Madhya Pradesh,Burhanpur,Arhar (Tur/Red Gram)(Whole),7000.0,7000.0,7000.0
Madhya Pradesh,Dewas,Wheat,2000.0,2800.0,2350.0
Madhya Pradesh,Panna,Wheat,1950.0,2075.0,2038.0
Madhya Pradesh,Rajgarh,Wheat,2300.0,2350.0,2320.0
Madhya Pradesh,Ratlam,Wheat,2256.0,2333.0,2290.0
Madhya Pradesh,Sagar,Wheat,2121.0,2121.0,2121.0
Madhya Pradesh,Sagar,Wheat,2000.0,2225.0,2180.0
Madhya Pradesh,Shajapur,Wheat,2125.0,2125.0,2125.0
Madhya Pradesh,Shajapur,Bengal Gram(Gram)(Whole),3690.0,4655.0,4275.0
Madhya Pradesh,Shajapur,Bengal Gram(Gram)(Whole),3895.0,5985.0,5320.0
Madhya Pradesh,Shajapur,Lentil (Masur)(Whole),4980.0,5790.0,5460.0
Madhya Pradesh,Shajapur,Mustard,4535.0,5510.0,5070.0
Madhya Pradesh,Shajapur,Wheat,1965.0,2390.0,2240.0
Madhya Pradesh,Shajapur,Wheat,1870.0,2140.0,2055.0
Madhya Pradesh,Shajapur,Wheat,2530.0,2975.0,2710.0
Madhya Pradesh,Shajapur,Wheat,2250.0,2290.0,2250.0
Maharashtra,Ahmednagar,Paddy(Dhan)(Common),2200.0,2400.0,2300.0
Maharashtra,Ahmednagar,Bengal Gram(Gram)(Whole),4000.0,4000.0,4000.0
Maharashtra,Ahmednagar,Wheat,2408.0,2576.0,2450.0
Maharashtra,Aurangabad,Bajra(Pearl Millet/Cumbu),2290.0,2361.0,2351.0
Maharashtra,Aurangabad,Bengal Gram(Gram)(Whole),4600.0,4600.0,4600.0
Maharashtra,Aurangabad,Jowar(Sorghum),3580.0,3580.0,3580.0
Maharashtra,Aurangabad,Wheat,2336.0,2476.0,2352.0
Maharashtra,Jalana,Bajra(Pearl Millet/Cumbu),2110.0,2250.0,2200.0
Maharashtra,Jalana,Maize,2000.0,2200.0,2100.0
Maharashtra,Jalana,Wheat,2050.0,2200.0,2100.0
Maharashtra,Jalgaon,Cotton,5990.0,6650.0,6380.0
Maharashtra,Jalgaon,Maize,1375.0,1670.0,1530.0
Maharashtra,Jalgaon,Wheat,2400.0,2910.0,2650.0
Maharashtra,Nagpur,Arhar (Tur/Red Gram)(Whole),8750.0,9850.0,9575.0
Maharashtra,Nagpur,Bengal Gram(Gram)(Whole),4500.0,5168.0,4834.0
Maharashtra,Nagpur,Maize,1800.0,2000.0,1950.0
Maharashtra,Nagpur,Wheat,231.0,2450.0,2390.0
Maharashtra,Nagpur,Wheat,3000.0,3200.0,3150.0
Maharashtra,Nagpur,Arhar (Tur/Red Gram)(Whole),9780.0,9830.0,9810.0
Maharashtra,Nagpur,Cotton,6900.0,6900.0,6900.0
Maharashtra,Nagpur,Wheat,2325.0,2325.0,2325.0
Maharashtra,Nashik,Bajra(Pearl Millet/Cumbu),2699.0,2699.0,2699.0
Maharashtra,Nashik,Bengal Gram(Gram)(Whole),5555.0,5555.0,5555.0
Maharashtra,Nashik,Maize,2375.0,2375.0,2375.0
Maharashtra,Nashik,Wheat,2336.0,2590.0,2440.0
Maharashtra,Pune,Bajra(Pearl Millet/Cumbu),3000.0,3300.0,3150.0
Maharashtra,Pune,Bengal Gram(Gram)(Whole),5600.0,6000.0,5800.0
Maharashtra,Pune,Black Gram (Urd Beans)(Whole),8700.0,9500.0,9100.0
Maharashtra,Pune,Green Gram (Moong)(Whole),8700.0,9700.0,9200.0
Maharashtra,Pune,Jowar(Sorghum),4500.0,5800.0,5150.0
Maharashtra,Pune,Lentil (Masur)(Whole),7000.0,7700.0,7350.0
Maharashtra,Pune,Maize,2500.0,2600.0,2550.0
Maharashtra,Pune,Wheat,3800.0,5000.0,4400.0
Maharashtra,Satara,Jowar(Sorghum),4000.0,5000.0,4500.0
Maharashtra,Satara,Maize,2100.0,2300.0,2200.0
Maharashtra,Satara,Wheat,2200.0,2400.0,2300.0
Nagaland,Kohima,Maize,8500.0,11000.0,9500.0
Nagaland,Longleng,Maize,7900.0,8200.0,8000.0
Nagaland,Tuensang,Maize,8200.0,8500.0,8300.0
Odisha,Bhadrak,Paddy(Dhan)(Common),1900.0,2040.0,2040.0
Odisha,Keonjhar,Paddy(Dhan)(Common),2040.0,2040.0,2040.0
Odisha,Sundergarh,Black Gram (Urd Beans)(Whole),6600.0,12000.0,8000.0
Odisha,Sundergarh,Black Gram (Urd Beans)(Whole),6600.0,12000.0,8000.0
Odisha,Sundergarh,Paddy(Dhan)(Common),2040.0,2060.0,2040.0
Odisha,Sundergarh,Wheat,2125.0,3000.0,2125.0
Odisha,Sundergarh,Wheat Atta,4000.0,4400.0,4400.0
Punjab,Mansa,Green Gram (Moong)(Whole),4000.0,7200.0,6500.0
Rajasthan,Baran,Bengal Gram(Gram)(Whole),4400.0,5051.0,4700.0
Rajasthan,Baran,Black Gram (Urd Beans)(Whole),5700.0,6800.0,6200.0
Rajasthan,Baran,Green Gram (Moong)(Whole),6500.0,7000.0,6800.0
Rajasthan,Baran,Maize,1700.0,1700.0,1700.0
Rajasthan,Baran,Mustard,4400.0,5585.0,5226.0
Rajasthan,Baran,Paddy(Dhan)(Common),2400.0,2951.0,2600.0
Rajasthan,Baran,Wheat,2260.0,2521.0,2330.0
Rajasthan,Hanumangarh,Cotton,7211.0,7211.0,7211.0
Rajasthan,Hanumangarh,Mustard,4937.0,5358.0,5135.0
Rajasthan,Hanumangarh,Wheat,2258.0,2318.0,2260.0
Rajasthan,Jalore,Bajra(Pearl Millet/Cumbu),1500.0,2000.0,1750.0
Rajasthan,Jalore,Mustard,4500.0,5500.0,5000.0
Rajasthan,Jhalawar,Mustard,5200.0,5300.0,5250.0
Rajasthan,Jhalawar,Wheat,2300.0,2426.0,2363.0
Rajasthan,Jodhpur,Bajra(Pearl Millet/Cumbu),2000.0,2400.0,2200.0
Rajasthan,Jodhpur,Bengal Gram(Gram)(Whole),4800.0,4900.0,4850.0
Rajasthan,Jodhpur,Mustard,5300.0,6300.0,5800.0
Rajasthan,Sikar,Mustard,4850.0,4850.0,4850.0
Rajasthan,Swai Madhopur,Bajra(Pearl Millet/Cumbu),1885.0,1885.0,1885.0
Rajasthan,Swai Madhopur,Bengal Gram(Gram)(Whole),4695.0,4980.0,4935.0
Rajasthan,Swai Madhopur,Mustard,5085.0,5425.0,5280.0
Rajasthan,Swai Madhopur,Wheat,2200.0,2235.0,2220.0
Rajasthan,Tonk,Bajra(Pearl Millet/Cumbu),1890.0,1925.0,1905.0
Rajasthan,Tonk,Barley (Jau),1540.0,1549.0,1545.0
Rajasthan,Tonk,Bengal Gram(Gram)(Whole),4900.0,5020.0,4950.0
Rajasthan,Tonk,Jowar(Sorghum),3500.0,4500.0,4100.0
Rajasthan,Tonk,Maize,2545.0,2600.0,2560.0
Rajasthan,Tonk,Mustard,5126.0,5525.0,5350.0
Rajasthan,Tonk,Wheat,2238.0,2245.0,2240.0
Rajasthan,Tonk,Barley (Jau),1637.0,1722.0,1680.0
Rajasthan,Tonk,Mustard,5310.0,5611.0,5495.0
Rajasthan,Tonk,Wheat,2198.0,2238.0,2207.0
Rajasthan,Tonk,Mustard,5302.0,5314.0,5308.0
Rajasthan,Tonk,Wheat,2219.0,2219.0,2219.0
Tamil Nadu,Coimbatore,Paddy(Dhan)(Common),2040.0,2060.0,2050.0
Tamil Nadu,Erode,Maize,2331.0,2370.0,2361.0
Tamil Nadu,Madurai,Paddy(Dhan)(Common),2016.0,2076.0,2046.0
Tamil Nadu,Madurai,Paddy(Dhan)(Common),2093.0,2153.0,2123.0
Tamil Nadu,Madurai,Paddy(Dhan)(Common),2555.0,2615.0,2585.0
Tamil Nadu,Madurai,Paddy(Dhan)(Common),2786.0,2846.0,2816.0
Tamil Nadu,Madurai,Cotton,5000.0,5350.0,5200.0
Tamil Nadu,Madurai,Cotton,5700.0,6000.0,5850.0
Tamil Nadu,Madurai,Jowar(Sorghum),3800.0,4000.0,3950.0
Tamil Nadu,Madurai,Paddy(Dhan)(Common),1700.0,2000.0,1900.0
Tamil Nadu,Madurai,Paddy(Dhan)(Common),1800.0,2200.0,2050.0
Tamil Nadu,Salem,Maize,2300.0,2350.0,2330.0
Tamil Nadu,Salem,Cotton,6000.0,6600.0,6500.0
Tamil Nadu,Salem,Cotton,6500.0,7500.0,7000.0
Tamil Nadu,Salem,Paddy(Dhan)(Common),1960.0,2040.0,2000.0
Telangana,Adilabad,Paddy(Dhan)(Common),2040.0,2040.0,2040.0
Telangana,Adilabad,Paddy(Dhan)(Common),2040.0,2040.0,2040.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2040.0,2040.0,2040.0
Telangana,Khammam,Paddy(Dhan)(Common),2030.0,2060.0,2040.0
Telangana,Medak,Paddy(Dhan)(Common),2060.0,2060.0,2060.0
Telangana,Nalgonda,Paddy(Dhan)(Common),2060.0,2060.0,2060.0
Telangana,Nalgonda,Arhar (Tur/Red Gram)(Whole),8973.0,8973.0,8973.0
Telangana,Nizamabad,Paddy(Dhan)(Common),2040.0,2040.0,2040.0
Telangana,Nizamabad,Paddy(Dhan)(Common),2040.0,2040.0,2040.0
Telangana,Warangal,Paddy(Dhan)(Common),206.0,206.0,206.0
Telangana,Warangal,Cotton,6100.0,6300.0,6200.0
Uttar Pradesh,Aligarh,Maize,1600.0,1800.0,1700.0
Uttar Pradesh,Aligarh,Wheat,2100.0,2200.0,2150.0
Uttar Pradesh,Aligarh,Arhar Dal(Tur Dal),12450.0,12550.0,12500.0
Uttar Pradesh,Aligarh,Bajra(Pearl Millet/Cumbu),2100.0,2140.0,2120.0
Uttar Pradesh,Aligarh,Black Gram Dal (Urd Dal),9450.0,9550.0,9500.0
Uttar Pradesh,Aligarh,Maize,1950.0,2000.0,1980.0
Uttar Pradesh,Aligarh,Mustard,5400.0,5500.0,5450.0
Uttar Pradesh,Aligarh,Mustard Oil,12750.0,12850.0,12800.0
Uttar Pradesh,Aligarh,Wheat,2220.0,2260.0,2240.0
Uttar Pradesh,Allahabad,Wheat,2230.0,2310.0,2275.0
Uttar Pradesh,Auraiya,Arhar Dal(Tur Dal),12900.0,13100.0,13000.0
Uttar Pradesh,Auraiya,Bajra(Pearl Millet/Cumbu),2300.0,2400.0,2350.0
Uttar Pradesh,Auraiya,Bengal Gram(Gram)(Whole),5400.0,5500.0,5450.0
Uttar Pradesh,Auraiya,Maize,1700.0,1800.0,1740.0
Uttar Pradesh,Auraiya,Mustard,5400.0,5500.0,5450.0
Uttar Pradesh,Auraiya,Mustard Oil,12300.0,12500.0,12400.0
Uttar Pradesh,Auraiya,Wheat,2200.0,2300.0,2250.0
Uttar Pradesh,Badaun,Maize,1730.0,1800.0,1765.0
Uttar Pradesh,Badaun,Wheat,2250.0,2300.0,2270.0
Uttar Pradesh,Badaun,Maize,1730.0,1800.0,1760.0
Uttar Pradesh,Badaun,Wheat,2230.0,2300.0,2260.0
Uttar Pradesh,Bahraich,Arhar Dal(Tur Dal),13050.0,13150.0,13100.0
Uttar Pradesh,Bahraich,Bengal Gram Dal (Chana Dal),6100.0,6200.0,6150.0
Uttar Pradesh,Bahraich,Bengal Gram(Gram)(Whole),5610.0,5670.0,5640.0
Uttar Pradesh,Bahraich,Black Gram (Urd Beans)(Whole),8720.0,8780.0,8750.0
Uttar Pradesh,Bahraich,Black Gram Dal (Urd Dal),9450.0,9550.0,9500.0
Uttar Pradesh,Bahraich,Lentil (Masur)(Whole),6970.0,7030.0,7000.0
Uttar Pradesh,Bahraich,Maize,1970.0,2030.0,2000.0
Uttar Pradesh,Bahraich,Mustard Oil,14200.0,14300.0,14250.0
Uttar Pradesh,Bahraich,Wheat,2260.0,2320.0,2290.0
Uttar Pradesh,Balrampur,Arhar Dal(Tur Dal),12900.0,13100.0,13000.0
Uttar Pradesh,Balrampur,Bengal Gram(Gram)(Whole),5500.0,5700.0,5600.0
Uttar Pradesh,Balrampur,Black Gram (Urd Beans)(Whole),8660.0,8860.0,8750.0
Uttar Pradesh,Balrampur,Lentil (Masur)(Whole),6900.0,7100.0,7020.0
Uttar Pradesh,Balrampur,Maize,1920.0,2140.0,2015.0
Uttar Pradesh,Balrampur,Mustard,5400.0,5600.0,5500.0
Uttar Pradesh,Balrampur,Wheat,2200.0,2400.0,2300.0
Uttar Pradesh,Barabanki,Bengal Gram(Gram)(Whole),5520.0,5620.0,5570.0
Uttar Pradesh,Barabanki,Maize,4350.0,4450.0,4400.0
Uttar Pradesh,Barabanki,Mustard,5460.0,5530.0,5490.0
Uttar Pradesh,Barabanki,Wheat,2260.0,2320.0,2280.0
Uttar Pradesh,Barabanki,Arhar Dal(Tur Dal),13200.0,13300.0,13250.0
Uttar Pradesh,Barabanki,Bengal Gram Dal (Chana Dal),6200.0,6300.0,6250.0
Uttar Pradesh,Barabanki,Black Gram (Urd Beans)(Whole),8100.0,8200.0,8150.0
Uttar Pradesh,Barabanki,Lentil (Masur)(Whole),6800.0,6900.0,6850.0
Uttar Pradesh,Barabanki,Wheat,2200.0,2300.0,2250.0
Uttar Pradesh,Bareilly,Bengal Gram Dal (Chana Dal),6800.0,6900.0,6870.0
Uttar Pradesh,Bareilly,Wheat,2300.0,2370.0,2340.0
Uttar Pradesh,Bulandshahar,Maize,2090.0,2150.0,2100.0
Uttar Pradesh,Bulandshahar,Mustard,5460.0,5500.0,5475.0
Uttar Pradesh,Bulandshahar,Mustard Oil,11900.0,12300.0,12100.0
Uttar Pradesh,Bulandshahar,Paddy(Dhan)(Basmati),2991.0,3031.0,3011.0
Uttar Pradesh,Bulandshahar,Wheat,2200.0,2250.0,2220.0
Uttar Pradesh,Bulandshahar,Arhar Dal(Tur Dal),12430.0,12670.0,12550.0
Uttar Pradesh,Bulandshahar,Bengal Gram Dal (Chana Dal),6420.0,6660.0,6540.0
Uttar Pradesh,Bulandshahar,Bengal Gram(Gram)(Whole),5610.0,5850.0,5730.0
Uttar Pradesh,Bulandshahar,Black Gram Dal (Urd Dal),9410.0,9650.0,9530.0
Uttar Pradesh,Bulandshahar,Green Gram Dal (Moong Dal),9420.0,9660.0,9540.0
Uttar Pradesh,Bulandshahar,Maize,2101.0,2121.0,2101.0
Uttar Pradesh,Bulandshahar,Paddy(Dhan)(Basmati),3081.0,3131.0,3101.0
Uttar Pradesh,Bulandshahar,Wheat,2225.0,2265.0,2245.0
Uttar Pradesh,Etah,Bajra(Pearl Millet/Cumbu),1900.0,1910.0,1905.0
Uttar Pradesh,Etah,Maize,1600.0,1660.0,1650.0
Uttar Pradesh,Fatehpur,Bengal Gram(Gram)(Whole),5230.0,5450.0,5345.0
Uttar Pradesh,Fatehpur,Lentil (Masur)(Whole),6200.0,6450.0,6360.0
Uttar Pradesh,Fatehpur,Mustard,5250.0,5560.0,5455.0
Uttar Pradesh,Fatehpur,Wheat,2230.0,2280.0,2250.0
Uttar Pradesh,Fatehpur,Green Gram (Moong)(Whole),7600.0,7650.0,7630.0
Uttar Pradesh,Fatehpur,Mustard,5200.0,5230.0,5225.0
Uttar Pradesh,Fatehpur,Wheat,2240.0,2270.0,2260.0
Uttar Pradesh,Gautam Budh Nagar,Arhar Dal(Tur Dal),12500.0,12900.0,12700.0
Uttar Pradesh,Gautam Budh Nagar,Bengal Gram Dal (Chana Dal),6450.0,6650.0,6550.0
Uttar Pradesh,Gautam Budh Nagar,Bengal Gram(Gram)(Whole),5680.0,5880.0,5780.0
Uttar Pradesh,Gautam Budh Nagar,Black Gram Dal (Urd Dal),9300.0,9700.0,9500.0
Uttar Pradesh,Gautam Budh Nagar,Green Gram Dal (Moong Dal),9300.0,9700.0,9500.0
Uttar Pradesh,Gautam Budh Nagar,Maize,2050.0,2200.0,2120.0
Uttar Pradesh,Gautam Budh Nagar,Mustard,5300.0,5700.0,5480.0
Uttar Pradesh,Gautam Budh Nagar,Mustard Oil,12000.0,12400.0,12200.0
Uttar Pradesh,Gautam Budh Nagar,Wheat,2181.0,2331.0,2251.0
Uttar Pradesh,Ghaziabad,Arhar (Tur/Red Gram)(Whole),9450.0,9550.0,9500.0
Uttar Pradesh,Ghaziabad,Arhar Dal(Tur Dal),13450.0,13550.0,13500.0
Uttar Pradesh,Ghaziabad,Barley (Jau),2240.0,2260.0,2250.0
Uttar Pradesh,Ghaziabad,Bengal Gram(Gram)(Whole),5950.0,6050.0,6000.0
Uttar Pradesh,Ghaziabad,Black Gram (Urd Beans)(Whole),8750.0,8850.0,8800.0
Uttar Pradesh,Ghaziabad,Black Gram Dal (Urd Dal),9550.0,9650.0,9600.0
Uttar Pradesh,Ghaziabad,Green Gram Dal (Moong Dal),9550.0,9650.0,9600.0
Uttar Pradesh,Ghaziabad,Maize,2120.0,2140.0,2130.0
Uttar Pradesh,Ghaziabad,Mustard,5425.0,5475.0,5450.0
Uttar Pradesh,Ghaziabad,Mustard Oil,12050.0,12150.0,12100.0
Uttar Pradesh,Ghaziabad,Wheat,2250.0,2270.0,2260.0
Uttar Pradesh,Hamirpur,Wheat,2000.0,2200.0,2100.0
Uttar Pradesh,Hathras,Bajra(Pearl Millet/Cumbu),1450.0,1615.0,1540.0
Uttar Pradesh,Hathras,Maize,1470.0,1625.0,1545.0
Uttar Pradesh,Hathras,Wheat,2140.0,2170.0,2155.0
Uttar Pradesh,Jaunpur,Bengal Gram Dal (Chana Dal),6300.0,6500.0,6400.0
Uttar Pradesh,Jaunpur,Bengal Gram(Gram)(Whole),5640.0,5840.0,5740.0
Uttar Pradesh,Jaunpur,Lentil (Masur)(Whole),6700.0,6900.0,6800.0
Uttar Pradesh,Jaunpur,Mustard,5460.0,5660.0,5560.0
Uttar Pradesh,Jaunpur,Wheat,2210.0,2410.0,2310.0
Uttar Pradesh,Kanpur,Arhar (Tur/Red Gram)(Whole),7980.0,8025.0,8010.0
Uttar Pradesh,Kanpur,Arhar Dal(Tur Dal),12350.0,12425.0,12400.0
Uttar Pradesh,Kanpur,Bengal Gram Dal (Chana Dal),6125.0,6170.0,6150.0
Uttar Pradesh,Kanpur,Bengal Gram(Gram)(Whole),5335.0,5380.0,5355.0
Uttar Pradesh,Kanpur,Green Gram (Moong)(Whole),7475.0,7525.0,7500.0
Uttar Pradesh,Kanpur,Mustard,5450.0,5470.0,5460.0
Uttar Pradesh,Kanpur,Wheat,2150.0,2210.0,2175.0
Uttar Pradesh,Lalitpur,Barley (Jau),1900.0,2000.0,2000.0
Uttar Pradesh,Lalitpur,Bengal Gram(Gram)(Whole),5335.0,5400.0,5400.0
Uttar Pradesh,Lalitpur,Lentil (Masur)(Whole),6000.0,6100.0,6100.0
Uttar Pradesh,Lalitpur,Wheat,2125.0,2200.0,2200.0
Uttar Pradesh,Maharajganj,Wheat,2150.0,2350.0,2260.0
Uttar Pradesh,Mainpuri,Maize,1720.0,1760.0,1740.0
Uttar Pradesh,Mainpuri,Wheat,2210.0,2230.0,2220.0
Uttar Pradesh,Muzaffarnagar,Arhar Dal(Tur Dal),12600.0,12850.0,12700.0
Uttar Pradesh,Muzaffarnagar,Barley (Jau),2240.0,2265.0,2250.0
Uttar Pradesh,Muzaffarnagar,Bengal Gram Dal (Chana Dal),6500.0,6650.0,6570.0
Uttar Pradesh,Muzaffarnagar,Bengal Gram(Gram)(Whole),5650.0,5850.0,5760.0
Uttar Pradesh,Muzaffarnagar,Black Gram Dal (Urd Dal),9450.0,9650.0,9560.0
Uttar Pradesh,Muzaffarnagar,Green Gram Dal (Moong Dal),9450.0,9650.0,9560.0
Uttar Pradesh,Muzaffarnagar,Mustard,5425.0,5520.0,5475.0
Uttar Pradesh,Muzaffarnagar,Mustard Oil,12000.0,12250.0,12150.0
Uttar Pradesh,Muzaffarnagar,Wheat,2230.0,2300.0,2260.0
Uttar Pradesh,Sultanpur,Bengal Gram(Gram)(Whole),5530.0,5620.0,5575.0
Uttar Pradesh,Sultanpur,Lentil (Masur)(Whole),6950.0,7050.0,6980.0
Uttar Pradesh,Sultanpur,Mustard,5450.0,5550.0,5480.0
Uttar Pradesh,Sultanpur,Paddy(Dhan)(Common),1850.0,1920.0,1880.0
Uttar Pradesh,Sultanpur,Wheat,2230.0,2300.0,2270.0
