Crops,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield
Cassava,1993,1083.0,66388.0,27.46,230430
Cassava,1993,1083.0,66388.0,26.1,230430
Cassava,1993,1083.0,66388.0,24.34,230430
Cassava,1993,1083.0,66388.0,25.22,230430
Cassava,1993,1083.0,66388.0,25.75,230430
Cassava,1993,1083.0,66388.0,25.92,230430
Cassava,1993,1083.0,66388.0,26.34,230430
Cassava,1993,1083.0,66388.0,27.24,230430
Cassava,1993,1083.0,66388.0,25.5,230430
Cassava,1993,1083.0,66388.0,26.32,230430
Cassava,1993,1083.0,66388.0,25.27,230430
Cassava,1993,1083.0,66388.0,24.34,230430
Cassava,1993,1083.0,66388.0,26.07,230430
Cassava,1993,1083.0,66388.0,25.92,230430
Cassava,1993,1083.0,66388.0,25.66,230430
Cassava,1993,1083.0,66388.0,25.06,230430
Cassava,1993,1083.0,66388.0,27.07,230430
Cassava,1993,1083.0,66388.0,24.74,230430
Cassava,1993,1083.0,66388.0,27.04,230430
Cassava,1993,1083.0,66388.0,27.04,230430
Cassava,1993,1083.0,66388.0,25.97,230430
Maize,1993,1083.0,66388.0,25.88,16015
Maize,1993,1083.0,66388.0,27.46,16015
Maize,1993,1083.0,66388.0,26.1,16015
Maize,1993,1083.0,66388.0,24.34,16015
Maize,1993,1083.0,66388.0,25.22,16015
Maize,1993,1083.0,66388.0,25.75,16015
Maize,1993,1083.0,66388.0,25.92,16015
Maize,1993,1083.0,66388.0,26.34,16015
Maize,1993,1083.0,66388.0,27.24,16015
Maize,1993,1083.0,66388.0,25.5,16015
Maize,1993,1083.0,66388.0,26.32,16015
Maize,1993,1083.0,66388.0,25.27,16015
Maize,1993,1083.0,66388.0,24.34,16015
Maize,1993,1083.0,66388.0,26.07,16015
Maize,1993,1083.0,66388.0,25.92,16015
Maize,1993,1083.0,66388.0,25.66,16015
Maize,1993,1083.0,66388.0,25.06,16015
Maize,1993,1083.0,66388.0,27.07,16015
Maize,1993,1083.0,66388.0,24.74,16015
Maize,1993,1083.0,66388.0,27.04,16015
Maize,1993,1083.0,66388.0,27.04,16015
Maize,1993,1083.0,66388.0,25.97,16015
Potatoes,1993,1083.0,66388.0,25.88,149024
Potatoes,1993,1083.0,66388.0,27.46,149024
Potatoes,1993,1083.0,66388.0,26.1,149024
Potatoes,1993,1083.0,66388.0,24.34,149024
Potatoes,1993,1083.0,66388.0,25.22,149024
Potatoes,1993,1083.0,66388.0,25.75,149024
Potatoes,1993,1083.0,66388.0,25.92,149024
Potatoes,1993,1083.0,66388.0,26.34,149024
Potatoes,1993,1083.0,66388.0,27.24,149024
Potatoes,1993,1083.0,66388.0,25.5,149024
Potatoes,1993,1083.0,66388.0,26.32,149024
Potatoes,1993,1083.0,66388.0,25.27,149024
Potatoes,1993,1083.0,66388.0,24.34,149024
Potatoes,1993,1083.0,66388.0,26.07,149024
Potatoes,1993,1083.0,66388.0,25.92,149024
Potatoes,1993,1083.0,66388.0,25.66,149024
Potatoes,1993,1083.0,66388.0,25.06,149024
Potatoes,1993,1083.0,66388.0,27.07,149024
Potatoes,1993,1083.0,66388.0,24.74,149024
Potatoes,1993,1083.0,66388.0,27.04,149024
Potatoes,1993,1083.0,66388.0,27.04,149024
Potatoes,1993,1083.0,66388.0,25.97,149024
"Rice, paddy",1993,1083.0,66388.0,25.88,28303
"Rice, paddy",1993,1083.0,66388.0,27.46,28303
"Rice, paddy",1993,1083.0,66388.0,26.1,28303
"Rice, paddy",1993,1083.0,66388.0,24.34,28303
"Rice, paddy",1993,1083.0,66388.0,25.22,28303
"Rice, paddy",1993,1083.0,66388.0,25.75,28303
"Rice, paddy",1993,1083.0,66388.0,25.92,28303
"Rice, paddy",1993,1083.0,66388.0,26.34,28303
"Rice, paddy",1993,1083.0,66388.0,27.24,28303
"Rice, paddy",1993,1083.0,66388.0,25.5,28303
"Rice, paddy",1993,1083.0,66388.0,26.32,28303
"Rice, paddy",1993,1083.0,66388.0,25.27,28303
"Rice, paddy",1993,1083.0,66388.0,24.34,28303
"Rice, paddy",1993,1083.0,66388.0,26.07,28303
"Rice, paddy",1993,1083.0,66388.0,25.92,28303
"Rice, paddy",1993,1083.0,66388.0,25.66,28303
"Rice, paddy",1993,1083.0,66388.0,25.06,28303
"Rice, paddy",1993,1083.0,66388.0,27.07,28303
"Rice, paddy",1993,1083.0,66388.0,24.74,28303
"Rice, paddy",1993,1083.0,66388.0,27.04,28303
"Rice, paddy",1993,1083.0,66388.0,27.04,28303
"Rice, paddy",1993,1083.0,66388.0,25.97,28303
Sorghum,1993,1083.0,66388.0,25.88,8981
Sorghum,1993,1083.0,66388.0,27.46,8981
Sorghum,1993,1083.0,66388.0,26.1,8981
Sorghum,1993,1083.0,66388.0,24.34,8981
Sorghum,1993,1083.0,66388.0,25.22,8981
Sorghum,1993,1083.0,66388.0,25.75,8981
Sorghum,1993,1083.0,66388.0,25.92,8981
Sorghum,1993,1083.0,66388.0,26.34,8981
Sorghum,1993,1083.0,66388.0,27.24,8981
Sorghum,1993,1083.0,66388.0,25.5,8981
Sorghum,1993,1083.0,66388.0,26.32,8981
Sorghum,1993,1083.0,66388.0,25.27,8981
Sorghum,1993,1083.0,66388.0,24.34,8981
Sorghum,1993,1083.0,66388.0,26.07,8981
Sorghum,1993,1083.0,66388.0,25.92,8981
Sorghum,1993,1083.0,66388.0,25.66,8981
Sorghum,1993,1083.0,66388.0,25.06,8981
Sorghum,1993,1083.0,66388.0,27.07,8981
Sorghum,1993,1083.0,66388.0,24.74,8981
Sorghum,1993,1083.0,66388.0,27.04,8981
Sorghum,1993,1083.0,66388.0,27.04,8981
Sorghum,1993,1083.0,66388.0,25.97,8981
Soybeans,1993,1083.0,66388.0,25.88,10857
Soybeans,1993,1083.0,66388.0,27.46,10857
Soybeans,1993,1083.0,66388.0,26.1,10857
Soybeans,1993,1083.0,66388.0,24.34,10857
Soybeans,1993,1083.0,66388.0,25.22,10857
Soybeans,1993,1083.0,66388.0,25.75,10857
Soybeans,1993,1083.0,66388.0,25.92,10857
Soybeans,1993,1083.0,66388.0,26.34,10857
Soybeans,1993,1083.0,66388.0,27.24,10857
Soybeans,1993,1083.0,66388.0,25.5,10857
Soybeans,1993,1083.0,66388.0,26.32,10857
Soybeans,1993,1083.0,66388.0,25.27,10857
Soybeans,1993,1083.0,66388.0,24.34,10857
Soybeans,1993,1083.0,66388.0,26.07,10857
Soybeans,1993,1083.0,66388.0,25.92,10857
Soybeans,1993,1083.0,66388.0,25.66,10857
Soybeans,1993,1083.0,66388.0,25.06,10857
Soybeans,1993,1083.0,66388.0,27.07,10857
Soybeans,1993,1083.0,66388.0,24.74,10857
Soybeans,1993,1083.0,66388.0,27.04,10857
Soybeans,1993,1083.0,66388.0,27.04,10857
Soybeans,1993,1083.0,66388.0,25.97,10857
Sweet potatoes,1993,1083.0,66388.0,25.88,85962
Sweet potatoes,1993,1083.0,66388.0,27.46,85962
Sweet potatoes,1993,1083.0,66388.0,26.1,85962
Sweet potatoes,1993,1083.0,66388.0,24.34,85962
Sweet potatoes,1993,1083.0,66388.0,25.22,85962
Sweet potatoes,1993,1083.0,66388.0,25.75,85962
Sweet potatoes,1993,1083.0,66388.0,25.92,85962
Sweet potatoes,1993,1083.0,66388.0,26.34,85962
Sweet potatoes,1993,1083.0,66388.0,27.24,85962
Sweet potatoes,1993,1083.0,66388.0,25.5,85962
Sweet potatoes,1993,1083.0,66388.0,26.32,85962
Sweet potatoes,1993,1083.0,66388.0,25.27,85962
Sweet potatoes,1993,1083.0,66388.0,24.34,85962
Sweet potatoes,1993,1083.0,66388.0,26.07,85962
Sweet potatoes,1993,1083.0,66388.0,25.92,85962
Sweet potatoes,1993,1083.0,66388.0,25.66,85962
Sweet potatoes,1993,1083.0,66388.0,25.06,85962
Sweet potatoes,1993,1083.0,66388.0,27.07,85962
Sweet potatoes,1993,1083.0,66388.0,24.74,85962
Sweet potatoes,1993,1083.0,66388.0,27.04,85962
Sweet potatoes,1993,1083.0,66388.0,27.04,85962
Sweet potatoes,1993,1083.0,66388.0,25.97,85962
Wheat,1993,1083.0,66388.0,25.88,23267
Wheat,1993,1083.0,66388.0,27.46,23267
Wheat,1993,1083.0,66388.0,26.1,23267
Wheat,1993,1083.0,66388.0,24.34,23267
Wheat,1993,1083.0,66388.0,25.22,23267
Wheat,1993,1083.0,66388.0,25.75,23267
Wheat,1993,1083.0,66388.0,25.92,23267
Wheat,1993,1083.0,66388.0,26.34,23267
Wheat,1993,1083.0,66388.0,27.24,23267
Wheat,1993,1083.0,66388.0,25.5,23267
Wheat,1993,1083.0,66388.0,26.32,23267
Wheat,1993,1083.0,66388.0,25.27,23267
Wheat,1993,1083.0,66388.0,24.34,23267
Wheat,1993,1083.0,66388.0,26.07,23267
Wheat,1993,1083.0,66388.0,25.92,23267
Wheat,1993,1083.0,66388.0,25.66,23267
Wheat,1993,1083.0,66388.0,25.06,23267
Wheat,1993,1083.0,66388.0,27.07,23267
Wheat,1993,1083.0,66388.0,24.74,23267
Wheat,1993,1083.0,66388.0,27.04,23267
Wheat,1993,1083.0,66388.0,27.04,23267
Wheat,1993,1083.0,66388.0,25.97,23267
Cassava,1994,1083.0,61357.0,25.75,245277
Cassava,1994,1083.0,61357.0,26.74,245277
Cassava,1994,1083.0,61357.0,26.03,245277
Cassava,1994,1083.0,61357.0,24.29,245277
Cassava,1994,1083.0,61357.0,25.22,245277
Cassava,1994,1083.0,61357.0,25.33,245277
Cassava,1994,1083.0,61357.0,25.87,245277
Cassava,1994,1083.0,61357.0,26.54,245277
Cassava,1994,1083.0,61357.0,27.07,245277
Cassava,1994,1083.0,61357.0,25.01,245277
Cassava,1994,1083.0,61357.0,25.92,245277
Cassava,1994,1083.0,61357.0,25.33,245277
Cassava,1994,1083.0,61357.0,24.29,245277
Cassava,1994,1083.0,61357.0,25.75,245277
Cassava,1994,1083.0,61357.0,25.87,245277
Cassava,1994,1083.0,61357.0,25.71,245277
Cassava,1994,1083.0,61357.0,24.84,245277
Cassava,1994,1083.0,61357.0,26.46,245277
Cassava,1994,1083.0,61357.0,24.71,245277
Cassava,1994,1083.0,61357.0,26.55,245277
Cassava,1994,1083.0,61357.0,26.55,245277
Cassava,1994,1083.0,61357.0,25.95,245277
Maize,1994,1083.0,61357.0,25.75,14480
Maize,1994,1083.0,61357.0,26.74,14480
Maize,1994,1083.0,61357.0,26.03,14480
Maize,1994,1083.0,61357.0,24.29,14480
Maize,1994,1083.0,61357.0,25.22,14480
Maize,1994,1083.0,61357.0,25.33,14480
Maize,1994,1083.0,61357.0,25.87,14480
Maize,1994,1083.0,61357.0,26.54,14480
Maize,1994,1083.0,61357.0,27.07,14480
Maize,1994,1083.0,61357.0,25.01,14480
Maize,1994,1083.0,61357.0,25.92,14480
Maize,1994,1083.0,61357.0,25.33,14480
Maize,1994,1083.0,61357.0,24.29,14480
Maize,1994,1083.0,61357.0,25.75,14480
Maize,1994,1083.0,61357.0,25.87,14480
Maize,1994,1083.0,61357.0,25.71,14480
Maize,1994,1083.0,61357.0,24.84,14480
Maize,1994,1083.0,61357.0,26.46,14480
Maize,1994,1083.0,61357.0,24.71,14480
Maize,1994,1083.0,61357.0,26.55,14480
Maize,1994,1083.0,61357.0,26.55,14480
Maize,1994,1083.0,61357.0,25.95,14480
Potatoes,1994,1083.0,61357.0,25.75,166101
Potatoes,1994,1083.0,61357.0,26.74,166101
Potatoes,1994,1083.0,61357.0,26.03,166101
Potatoes,1994,1083.0,61357.0,24.29,166101
Potatoes,1994,1083.0,61357.0,25.22,166101
Potatoes,1994,1083.0,61357.0,25.33,166101
Potatoes,1994,1083.0,61357.0,25.87,166101
Potatoes,1994,1083.0,61357.0,26.54,166101
Potatoes,1994,1083.0,61357.0,27.07,166101
Potatoes,1994,1083.0,61357.0,25.01,166101
Potatoes,1994,1083.0,61357.0,25.92,166101
Potatoes,1994,1083.0,61357.0,25.33,166101
Potatoes,1994,1083.0,61357.0,24.29,166101
Potatoes,1994,1083.0,61357.0,25.75,166101
Potatoes,1994,1083.0,61357.0,25.87,166101
Potatoes,1994,1083.0,61357.0,25.71,166101
Potatoes,1994,1083.0,61357.0,24.84,166101
Potatoes,1994,1083.0,61357.0,26.46,166101
Potatoes,1994,1083.0,61357.0,24.71,166101
Potatoes,1994,1083.0,61357.0,26.55,166101
Potatoes,1994,1083.0,61357.0,26.55,166101
Potatoes,1994,1083.0,61357.0,25.95,166101
"Rice, paddy",1994,1083.0,61357.0,25.75,28645
"Rice, paddy",1994,1083.0,61357.0,26.74,28645
"Rice, paddy",1994,1083.0,61357.0,26.03,28645
"Rice, paddy",1994,1083.0,61357.0,24.29,28645
"Rice, paddy",1994,1083.0,61357.0,25.22,28645
"Rice, paddy",1994,1083.0,61357.0,25.33,28645
"Rice, paddy",1994,1083.0,61357.0,25.87,28645
"Rice, paddy",1994,1083.0,61357.0,26.54,28645
"Rice, paddy",1994,1083.0,61357.0,27.07,28645
"Rice, paddy",1994,1083.0,61357.0,25.01,28645
"Rice, paddy",1994,1083.0,61357.0,25.92,28645
"Rice, paddy",1994,1083.0,61357.0,25.33,28645
"Rice, paddy",1994,1083.0,61357.0,24.29,28645
"Rice, paddy",1994,1083.0,61357.0,25.75,28645
"Rice, paddy",1994,1083.0,61357.0,25.87,28645
"Rice, paddy",1994,1083.0,61357.0,25.71,28645
"Rice, paddy",1994,1083.0,61357.0,24.84,28645
"Rice, paddy",1994,1083.0,61357.0,26.46,28645
"Rice, paddy",1994,1083.0,61357.0,24.71,28645
"Rice, paddy",1994,1083.0,61357.0,26.55,28645
"Rice, paddy",1994,1083.0,61357.0,26.55,28645
"Rice, paddy",1994,1083.0,61357.0,25.95,28645
Sorghum,1994,1083.0,61357.0,25.75,7786
Sorghum,1994,1083.0,61357.0,26.74,7786
Sorghum,1994,1083.0,61357.0,26.03,7786
Sorghum,1994,1083.0,61357.0,24.29,7786
Sorghum,1994,1083.0,61357.0,25.22,7786
Sorghum,1994,1083.0,61357.0,25.33,7786
Sorghum,1994,1083.0,61357.0,25.87,7786
Sorghum,1994,1083.0,61357.0,26.54,7786
Sorghum,1994,1083.0,61357.0,27.07,7786
Sorghum,1994,1083.0,61357.0,25.01,7786
Sorghum,1994,1083.0,61357.0,25.92,7786
Sorghum,1994,1083.0,61357.0,25.33,7786
Sorghum,1994,1083.0,61357.0,24.29,7786
Sorghum,1994,1083.0,61357.0,25.75,7786
Sorghum,1994,1083.0,61357.0,25.87,7786
Sorghum,1994,1083.0,61357.0,25.71,7786
Sorghum,1994,1083.0,61357.0,24.84,7786
Sorghum,1994,1083.0,61357.0,26.46,7786
Sorghum,1994,1083.0,61357.0,24.71,7786
Sorghum,1994,1083.0,61357.0,26.55,7786
Sorghum,1994,1083.0,61357.0,26.55,7786
Sorghum,1994,1083.0,61357.0,25.95,7786
Soybeans,1994,1083.0,61357.0,25.75,9106
Soybeans,1994,1083.0,61357.0,26.74,9106
Soybeans,1994,1083.0,61357.0,26.03,9106
Soybeans,1994,1083.0,61357.0,24.29,9106
Soybeans,1994,1083.0,61357.0,25.22,9106
Soybeans,1994,1083.0,61357.0,25.33,9106
Soybeans,1994,1083.0,61357.0,25.87,9106
Soybeans,1994,1083.0,61357.0,26.54,9106
Soybeans,1994,1083.0,61357.0,27.07,9106
Soybeans,1994,1083.0,61357.0,25.01,9106
Soybeans,1994,1083.0,61357.0,25.92,9106
Soybeans,1994,1083.0,61357.0,25.33,9106
Soybeans,1994,1083.0,61357.0,24.29,9106
Soybeans,1994,1083.0,61357.0,25.75,9106
Soybeans,1994,1083.0,61357.0,25.87,9106
Soybeans,1994,1083.0,61357.0,25.71,9106
Soybeans,1994,1083.0,61357.0,24.84,9106
Soybeans,1994,1083.0,61357.0,26.46,9106
Soybeans,1994,1083.0,61357.0,24.71,9106
Soybeans,1994,1083.0,61357.0,26.55,9106
Soybeans,1994,1083.0,61357.0,26.55,9106
Soybeans,1994,1083.0,61357.0,25.95,9106
Sweet potatoes,1994,1083.0,61357.0,25.75,84823
Sweet potatoes,1994,1083.0,61357.0,26.74,84823
Sweet potatoes,1994,1083.0,61357.0,26.03,84823
Sweet potatoes,1994,1083.0,61357.0,24.29,84823
Sweet potatoes,1994,1083.0,61357.0,25.22,84823
Sweet potatoes,1994,1083.0,61357.0,25.33,84823
Sweet potatoes,1994,1083.0,61357.0,25.87,84823
Sweet potatoes,1994,1083.0,61357.0,26.54,84823
Sweet potatoes,1994,1083.0,61357.0,27.07,84823
Sweet potatoes,1994,1083.0,61357.0,25.01,84823
Sweet potatoes,1994,1083.0,61357.0,25.92,84823
Sweet potatoes,1994,1083.0,61357.0,25.33,84823
Sweet potatoes,1994,1083.0,61357.0,24.29,84823
Sweet potatoes,1994,1083.0,61357.0,25.75,84823
Sweet potatoes,1994,1083.0,61357.0,25.87,84823
Sweet potatoes,1994,1083.0,61357.0,25.71,84823
Sweet potatoes,1994,1083.0,61357.0,24.84,84823
Sweet potatoes,1994,1083.0,61357.0,26.46,84823
Sweet potatoes,1994,1083.0,61357.0,24.71,84823
Sweet potatoes,1994,1083.0,61357.0,26.55,84823
Sweet potatoes,1994,1083.0,61357.0,26.55,84823
Sweet potatoes,1994,1083.0,61357.0,25.95,84823
Wheat,1994,1083.0,61357.0,25.75,23796
Wheat,1994,1083.0,61357.0,26.74,23796
Wheat,1994,1083.0,61357.0,26.03,23796
Wheat,1994,1083.0,61357.0,24.29,23796
Wheat,1994,1083.0,61357.0,25.22,23796
Wheat,1994,1083.0,61357.0,25.33,23796
Wheat,1994,1083.0,61357.0,25.87,23796
Wheat,1994,1083.0,61357.0,26.54,23796
Wheat,1994,1083.0,61357.0,27.07,23796
Wheat,1994,1083.0,61357.0,25.01,23796
Wheat,1994,1083.0,61357.0,25.92,23796
Wheat,1994,1083.0,61357.0,25.33,23796
Wheat,1994,1083.0,61357.0,24.29,23796
Wheat,1994,1083.0,61357.0,25.75,23796
Wheat,1994,1083.0,61357.0,25.87,23796
Wheat,1994,1083.0,61357.0,25.71,23796
Wheat,1994,1083.0,61357.0,24.84,23796
Wheat,1994,1083.0,61357.0,26.46,23796
Wheat,1994,1083.0,61357.0,24.71,23796
Wheat,1994,1083.0,61357.0,26.55,23796
Wheat,1994,1083.0,61357.0,26.55,23796
Wheat,1994,1083.0,61357.0,25.95,23796
Cassava,1995,1083.0,61257.0,25.86,252775
Cassava,1995,1083.0,61257.0,27.2,252775
Cassava,1995,1083.0,61257.0,26.15,252775
Cassava,1995,1083.0,61257.0,24.04,252775
Cassava,1995,1083.0,61257.0,25.44,252775
Cassava,1995,1083.0,61257.0,25.73,252775
Cassava,1995,1083.0,61257.0,25.92,252775
Cassava,1995,1083.0,61257.0,26.62,252775
Cassava,1995,1083.0,61257.0,27.24,252775
Cassava,1995,1083.0,61257.0,25.5,252775
Cassava,1995,1083.0,61257.0,26.13,252775
Cassava,1995,1083.0,61257.0,25.55,252775
Cassava,1995,1083.0,61257.0,24.04,252775
Cassava,1995,1083.0,61257.0,26.04,252775
Cassava,1995,1083.0,61257.0,25.92,252775
Cassava,1995,1083.0,61257.0,25.76,252775
Cassava,1995,1083.0,61257.0,25.24,252775
Cassava,1995,1083.0,61257.0,26.72,252775
Cassava,1995,1083.0,61257.0,24.64,252775
Cassava,1995,1083.0,61257.0,27.03,252775
Cassava,1995,1083.0,61257.0,27.03,252775
Cassava,1995,1083.0,61257.0,26.01,252775
Maize,1995,1083.0,61257.0,25.86,15946
Maize,1995,1083.0,61257.0,27.2,15946
Maize,1995,1083.0,61257.0,26.15,15946
Maize,1995,1083.0,61257.0,24.04,15946
Maize,1995,1083.0,61257.0,25.44,15946
Maize,1995,1083.0,61257.0,25.73,15946
Maize,1995,1083.0,61257.0,25.92,15946
Maize,1995,1083.0,61257.0,26.62,15946
Maize,1995,1083.0,61257.0,27.24,15946
Maize,1995,1083.0,61257.0,25.5,15946
Maize,1995,1083.0,61257.0,26.13,15946
Maize,1995,1083.0,61257.0,25.55,15946
Maize,1995,1083.0,61257.0,24.04,15946
Maize,1995,1083.0,61257.0,26.04,15946
Maize,1995,1083.0,61257.0,25.92,15946
Maize,1995,1083.0,61257.0,25.76,15946
Maize,1995,1083.0,61257.0,25.24,15946
Maize,1995,1083.0,61257.0,26.72,15946
Maize,1995,1083.0,61257.0,24.64,15946
Maize,1995,1083.0,61257.0,27.03,15946
Maize,1995,1083.0,61257.0,27.03,15946
Maize,1995,1083.0,61257.0,26.01,15946
Potatoes,1995,1083.0,61257.0,25.86,162720
Potatoes,1995,1083.0,61257.0,27.2,162720
Potatoes,1995,1083.0,61257.0,26.15,162720
Potatoes,1995,1083.0,61257.0,24.04,162720
Potatoes,1995,1083.0,61257.0,25.44,162720
Potatoes,1995,1083.0,61257.0,25.73,162720
Potatoes,1995,1083.0,61257.0,25.92,162720
Potatoes,1995,1083.0,61257.0,26.62,162720
Potatoes,1995,1083.0,61257.0,27.24,162720
Potatoes,1995,1083.0,61257.0,25.5,162720
Potatoes,1995,1083.0,61257.0,26.13,162720
Potatoes,1995,1083.0,61257.0,25.55,162720
Potatoes,1995,1083.0,61257.0,24.04,162720
Potatoes,1995,1083.0,61257.0,26.04,162720
Potatoes,1995,1083.0,61257.0,25.92,162720
Potatoes,1995,1083.0,61257.0,25.76,162720
Potatoes,1995,1083.0,61257.0,25.24,162720
Potatoes,1995,1083.0,61257.0,26.72,162720
Potatoes,1995,1083.0,61257.0,24.64,162720
Potatoes,1995,1083.0,61257.0,27.03,162720
Potatoes,1995,1083.0,61257.0,27.03,162720
Potatoes,1995,1083.0,61257.0,26.01,162720
"Rice, paddy",1995,1083.0,61257.0,25.86,26972
"Rice, paddy",1995,1083.0,61257.0,27.2,26972
"Rice, paddy",1995,1083.0,61257.0,26.15,26972
"Rice, paddy",1995,1083.0,61257.0,24.04,26972
"Rice, paddy",1995,1083.0,61257.0,25.44,26972
"Rice, paddy",1995,1083.0,61257.0,25.73,26972
"Rice, paddy",1995,1083.0,61257.0,25.92,26972
"Rice, paddy",1995,1083.0,61257.0,26.62,26972
"Rice, paddy",1995,1083.0,61257.0,27.24,26972
"Rice, paddy",1995,1083.0,61257.0,25.5,26972
"Rice, paddy",1995,1083.0,61257.0,26.13,26972
"Rice, paddy",1995,1083.0,61257.0,25.55,26972
"Rice, paddy",1995,1083.0,61257.0,24.04,26972
"Rice, paddy",1995,1083.0,61257.0,26.04,26972
"Rice, paddy",1995,1083.0,61257.0,25.92,26972
"Rice, paddy",1995,1083.0,61257.0,25.76,26972
"Rice, paddy",1995,1083.0,61257.0,25.24,26972
"Rice, paddy",1995,1083.0,61257.0,26.72,26972
"Rice, paddy",1995,1083.0,61257.0,24.64,26972
"Rice, paddy",1995,1083.0,61257.0,27.03,26972
"Rice, paddy",1995,1083.0,61257.0,27.03,26972
"Rice, paddy",1995,1083.0,61257.0,26.01,26972
Sorghum,1995,1083.0,61257.0,25.86,8235
Sorghum,1995,1083.0,61257.0,27.2,8235
Sorghum,1995,1083.0,61257.0,26.15,8235
Sorghum,1995,1083.0,61257.0,24.04,8235
Sorghum,1995,1083.0,61257.0,25.44,8235
Sorghum,1995,1083.0,61257.0,25.73,8235
Sorghum,1995,1083.0,61257.0,25.92,8235
Sorghum,1995,1083.0,61257.0,26.62,8235
Sorghum,1995,1083.0,61257.0,27.24,8235
Sorghum,1995,1083.0,61257.0,25.5,8235
Sorghum,1995,1083.0,61257.0,26.13,8235
Sorghum,1995,1083.0,61257.0,25.55,8235
Sorghum,1995,1083.0,61257.0,24.04,8235
Sorghum,1995,1083.0,61257.0,26.04,8235
Sorghum,1995,1083.0,61257.0,25.92,8235
Sorghum,1995,1083.0,61257.0,25.76,8235
Sorghum,1995,1083.0,61257.0,25.24,8235
Sorghum,1995,1083.0,61257.0,26.72,8235
Sorghum,1995,1083.0,61257.0,24.64,8235
Sorghum,1995,1083.0,61257.0,27.03,8235
Sorghum,1995,1083.0,61257.0,27.03,8235
Sorghum,1995,1083.0,61257.0,26.01,8235
Soybeans,1995,1083.0,61257.0,25.86,10121
Soybeans,1995,1083.0,61257.0,27.2,10121
Soybeans,1995,1083.0,61257.0,26.15,10121
Soybeans,1995,1083.0,61257.0,24.04,10121
Soybeans,1995,1083.0,61257.0,25.44,10121
Soybeans,1995,1083.0,61257.0,25.73,10121
Soybeans,1995,1083.0,61257.0,25.92,10121
Soybeans,1995,1083.0,61257.0,26.62,10121
Soybeans,1995,1083.0,61257.0,27.24,10121
Soybeans,1995,1083.0,61257.0,25.5,10121
Soybeans,1995,1083.0,61257.0,26.13,10121
Soybeans,1995,1083.0,61257.0,25.55,10121
Soybeans,1995,1083.0,61257.0,24.04,10121
Soybeans,1995,1083.0,61257.0,26.04,10121
Soybeans,1995,1083.0,61257.0,25.92,10121
Soybeans,1995,1083.0,61257.0,25.76,10121
Soybeans,1995,1083.0,61257.0,25.24,10121
Soybeans,1995,1083.0,61257.0,26.72,10121
Soybeans,1995,1083.0,61257.0,24.64,10121
Soybeans,1995,1083.0,61257.0,27.03,10121
Soybeans,1995,1083.0,61257.0,27.03,10121
Soybeans,1995,1083.0,61257.0,26.01,10121
Sweet potatoes,1995,1083.0,61257.0,25.86,80643
Sweet potatoes,1995,1083.0,61257.0,27.2,80643
Sweet potatoes,1995,1083.0,61257.0,26.15,80643
Sweet potatoes,1995,1083.0,61257.0,24.04,80643
Sweet potatoes,1995,1083.0,61257.0,25.44,80643
Sweet potatoes,1995,1083.0,61257.0,25.73,80643
Sweet potatoes,1995,1083.0,61257.0,25.92,80643
Sweet potatoes,1995,1083.0,61257.0,26.62,80643
Sweet potatoes,1995,1083.0,61257.0,27.24,80643
Sweet potatoes,1995,1083.0,61257.0,25.5,80643
Sweet potatoes,1995,1083.0,61257.0,26.13,80643
Sweet potatoes,1995,1083.0,61257.0,25.55,80643
Sweet potatoes,1995,1083.0,61257.0,24.04,80643
Sweet potatoes,1995,1083.0,61257.0,26.04,80643
Sweet potatoes,1995,1083.0,61257.0,25.92,80643
Sweet potatoes,1995,1083.0,61257.0,25.76,80643
Sweet potatoes,1995,1083.0,61257.0,25.24,80643
Sweet potatoes,1995,1083.0,61257.0,26.72,80643
Sweet potatoes,1995,1083.0,61257.0,24.64,80643
Sweet potatoes,1995,1083.0,61257.0,27.03,80643
Sweet potatoes,1995,1083.0,61257.0,27.03,80643
Sweet potatoes,1995,1083.0,61257.0,26.01,80643
Wheat,1995,1083.0,61257.0,25.86,25590
Wheat,1995,1083.0,61257.0,27.2,25590
Wheat,1995,1083.0,61257.0,26.15,25590
Wheat,1995,1083.0,61257.0,24.04,25590
Wheat,1995,1083.0,61257.0,25.44,25590
Wheat,1995,1083.0,61257.0,25.73,25590
Wheat,1995,1083.0,61257.0,25.92,25590
Wheat,1995,1083.0,61257.0,26.62,25590
Wheat,1995,1083.0,61257.0,27.24,25590
Wheat,1995,1083.0,61257.0,25.5,25590
Wheat,1995,1083.0,61257.0,26.13,25590
Wheat,1995,1083.0,61257.0,25.55,25590
Wheat,1995,1083.0,61257.0,24.04,25590
Wheat,1995,1083.0,61257.0,26.04,25590
Wheat,1995,1083.0,61257.0,25.92,25590
Wheat,1995,1083.0,61257.0,25.76,25590
Wheat,1995,1083.0,61257.0,25.24,25590
Wheat,1995,1083.0,61257.0,26.72,25590
Wheat,1995,1083.0,61257.0,24.64,25590
Wheat,1995,1083.0,61257.0,27.03,25590
Wheat,1995,1083.0,61257.0,27.03,25590
Wheat,1995,1083.0,61257.0,26.01,25590
Cassava,1996,1083.0,56114.0,25.63,238528
Cassava,1996,1083.0,56114.0,27.06,238528
Cassava,1996,1083.0,56114.0,26.1,238528
Cassava,1996,1083.0,56114.0,23.81,238528
